department,focus_group,pain_points,source,processed_text,sentiment
CPO,Permits,Chuck did first one 1.5 months ago,meeting_notes,Chuck did first one 1.5 months ago,negative
CPO,Permits,Mirza or Chuck come up with invoice – they determine which project to tie it to – violations they charge for only in IPS (not in Camino yet),meeting_notes,Mirza or Chuck come up with invoice – they determine which project to tie it to – violations they charge for only in IPS (not in Camino yet),negative
CPO,Permits,Put permit number from IPS,meeting_notes,Put permit number from IPS,negative
CPO,Permits,Several different violations within that one invoice,meeting_notes,Several different violations within that one invoice,negative
CPO,Permits,DPW citing ROW violations on spot and charging violations – different system? Could ask Chuck Gifranscco/Mirza – believe may be using an invoice template,meeting_notes,DPW citing ROW violations on spot and charging violations – different system? Could ask Chuck Gifranscco/Mirza – believe may be using an invoice template,negative
CPO,Permits,[PERSON] is attaching that/tying into IPS for record keeping,meeting_notes,[PERSON] is attaching that/tying into IPS for record keeping,negative
CPO,Permits,Difficulty of suing IPS offsite or out of this building – super inconvenient – pull it up while in field,meeting_notes,Difficulty of suing IPS offsite or out of this building – super inconvenient – pull it up while in field,negative
CPO,Permits,"Wish list Wished a new system had – if you pull up a parcel, find out inspector catchment area – catchment integrated into – maps spreadsheet etc.",meeting_notes,"Wish list Wished a new system had – if you pull up a parcel, find out inspector catchment area – catchment integrated into – maps spreadsheet etc.",negative
CPO,Permits,Common Council area – that would help with encroachment (major) for [PERSON],meeting_notes,Common Council area – that would help with encroachment (major) for [PERSON],positive
CPO,Permits,Took tablets back because not using them,meeting_notes,Took tablets back because not using them,negative
CPO,Permits,Capabilities they wish IPS had,meeting_notes,Capabilities they wish IPS had,negative
CPO,Permits,All roles captured? Anyone else we should speak to e.g. Plans Reviewers? Clerks?,meeting_notes,All roles captured? Anyone else we should speak to e.g. Plans Reviewers? Clerks?,negative
CPO,Permits,"Other plan reviewers? Engineering, ROW Mostly Camino [PERSON] Thompson – prefers documentation history in IPS",meeting_notes,"Other plan reviewers? Engineering, ROW Mostly Camino [PERSON] Thompson – prefers documentation history in IPS",negative
DOCE,Supervisors,Arborist emailed about a property – not a good address,meeting_notes,Arborist emailed about a property – not a good address,negative
DOCE,Supervisors,New garage Resubdivided – looking at new resubbed address – doesn't see anything – a deactivated parcel – had to figure it out – took 20 min to figure out it's resubbed,meeting_notes,New garage Resubdivided – looking at new resubbed address – doesn't see anything – a deactivated parcel – had to figure it out – took 20 min to figure out it's resubbed,negative
DOCE,Supervisors,Generally finding something Identified missed permit assignment – need to put in tickle date,meeting_notes,Generally finding something Identified missed permit assignment – need to put in tickle date,negative
DOCE,Supervisors,"If re-inspection gets missed, 100s of cases to manage – happens a lot – gets lost",meeting_notes,"If re-inspection gets missed, 100s of cases to manage – happens a lot – gets lost",negative
DOCE,Supervisors,Working hard to get entry in – it gets missed,meeting_notes,Working hard to get entry in – it gets missed,negative
DOCE,Supervisors,Or simple as not putting yourself in the inspection,meeting_notes,Or simple as not putting yourself in the inspection,negative
DOCE,Supervisors,Not a back-up for human error,meeting_notes,Not a back-up for human error,negative
DOCE,Supervisors,Flag if no activity in a month,meeting_notes,Flag if no activity in a month,negative
DOCE,Supervisors,Older system – missed assignment run – could run for individual inspectors – id which don't have dates assigned,meeting_notes,Older system – missed assignment run – could run for individual inspectors – id which don't have dates assigned,negative
DOCE,Supervisors,Broad range of issues - some inspectors struggle a lot more than others,meeting_notes,Broad range of issues - some inspectors struggle a lot more than others,negative
DOCE,Supervisors,Such a large volume to review – hours to review – keeps happening,meeting_notes,Such a large volume to review – hours to review – keeps happening,positive
DOCE,Supervisors,[PERSON] Larger issue Missed case management from beginning of IPS until today – parcel history,meeting_notes,[PERSON] Larger issue Missed case management from beginning of IPS until today – parcel history,negative
DOCE,Supervisors,Closing older cases – case clean up needed,meeting_notes,Closing older cases – case clean up needed,positive
DOCE,Supervisors,"Open cases from staff that don't work here anymore, open cases from fire department",meeting_notes,"Open cases from staff that don't work here anymore, open cases from fire department",positive
DOCE,Supervisors,Screwed if we get audited,meeting_notes,Screwed if we get audited,negative
DOCE,Supervisors,Change in process – something changed where it no longer counted as closed case – sit open that appear – didn't force close violations,meeting_notes,Change in process – something changed where it no longer counted as closed case – sit open that appear – didn't force close violations,negative
DOCE,Supervisors,No way to batch update cases,meeting_notes,No way to batch update cases,negative
DOCE,Supervisors,"Muj: IPS – waiting on landlords and tenants to get ducks in a row and provide documentation, or if provided, getting it in piecemeal",meeting_notes,"Muj: IPS – waiting on landlords and tenants to get ducks in a row and provide documentation, or if provided, getting it in piecemeal",negative
