department,focus_group,pain_points,source,processed_text
DOCE,Supervisors,Needs: Case management for managers and individual users,meeting_notes,Needs: Case management for managers and individual users
DOCE,Supervisors,Mobile version Software won't fix everything,meeting_notes,Mobile version Software won't fix everything
DOCE,Supervisors,People and process involved,meeting_notes,People and process involved
DOCE,Supervisors,Can't rely on software to – still need people to do their jobs,meeting_notes,Can't rely on software to – still need people to do their jobs
DOCE,Supervisors,With new systems – need new processes – may need to adapt,meeting_notes,With new systems – need new processes – may need to adapt
DOCE,Supervisors,Change will be hard for some people,meeting_notes,Change will be hard for some people
DOCE,Supervisors,Bill: Let's not add more software – don't,meeting_notes,Bill: Let's not add more software – don't
DOCE,Supervisors,Need more intertwined systems,meeting_notes,Need more intertwined systems
DOCE,Supervisors,ETax [PERSON] Everytime we move onto a new system – don't have a good game plan for data migration – do nothing to old system – still have to access it,meeting_notes,ETax [PERSON] Everytime we move onto a new system – don't have a good game plan for data migration – do nothing to old system – still have to access it
DOCE,Supervisors,Need some data consolidation and migration,meeting_notes,Need some data consolidation and migration
DOCE,Supervisors,Right now – still need to go into AS400,meeting_notes,Right now – still need to go into AS400
DOCE,Supervisors,Add another system – more places for things,meeting_notes,Add another system – more places for things
DOCE,Supervisors,"Consolidated all the old stuff somewhere + new system rather than every time we change, stacking another legacy system we never get rid of",meeting_notes,"Consolidated all the old stuff somewhere + new system rather than every time we change, stacking another legacy system we never get rid of"
DOCE,Supervisors,Do we own the data?,meeting_notes,Do we own the data?
DOCE,Supervisors,"Onbase – scanned Record management and retention and digitization – organization it takes a lot of time and money – we've never done it, so sits in original system",meeting_notes,"Onbase – scanned Record management and retention and digitization – organization it takes a lot of time and money – we've never done it, so sits in original system"
DOCE,Supervisors,"Post- session [PERSON] Will we be designing for Codes primarily or other departments to use? Codes will drive, but TBD for things like BAA and Law – ideally they would use same system for updates",meeting_notes,"Post- session [PERSON] Will we be designing for Codes primarily or other departments to use? Codes will drive, but TBD for things like BAA and Law – ideally they would use same system for updates"
DOCE,Supervisors,Consideration for processing applications for things that are in Camino now like periodic applications and business licensing,meeting_notes,Consideration for processing applications for things that are in Camino now like periodic applications and business licensing
DOCE,Supervisors,"Ability to pay BAA tickets directly, even if it links to invoice cloud",meeting_notes,"Ability to pay BAA tickets directly, even if it links to invoice cloud"
DOCE,Zoning,Inactive parcel search option is nice – would be nice if it's on all the time,meeting_notes,Inactive parcel search option is nice – would be nice if it's on all the time
DOCE,Zoning,Switching between IPS and OnBase so often because IPS is missing stuff,meeting_notes,Switching between IPS and OnBase so often because IPS is missing stuff
DOCE,Zoning,IPS “treasure map” to find,meeting_notes,IPS “treasure map” to find
DOCE,Zoning,Gets stuck with finding address in OnBase – only takes first 7 characters,meeting_notes,Gets stuck with finding address in OnBase – only takes first 7 characters
DOCE,Zoning,Variables in addressing becomes different,meeting_notes,Variables in addressing becomes different
DOCE,Zoning,IPS – Martin Luthr spelling incorrectly,meeting_notes,IPS – Martin Luthr spelling incorrectly
DOCE,Zoning,Won't take hypenated address – OnBase – formatting in searching is sensitive,meeting_notes,Won't take hypenated address – OnBase – formatting in searching is sensitive
DOCE,Zoning,People will say name of unit – mailing address will be different,meeting_notes,People will say name of unit – mailing address will be different
DOCE,Zoning,OnBase – however it was key – 7 character limit for street name,meeting_notes,OnBase – however it was key – 7 character limit for street name
DOCE,Zoning,Fields are separate – if type in 200 salina – will pull up anything that's 200 level – will produce random documents,meeting_notes,Fields are separate – if type in 200 salina – will pull up anything that's 200 level – will produce random documents
DOCE,Zoning,Ideal: Integration between IPS and OnBase,meeting_notes,Ideal: Integration between IPS and OnBase
DOCE,Zoning,Realizing we Whenever we choose a cutoff – all historical stuff should go somewhere and migrated into one system,meeting_notes,Realizing we Whenever we choose a cutoff – all historical stuff should go somewhere and migrated into one system
DOCE,Zoning,"Going through three systems not including paper – Camino, IPS, OnBase – even older AS400",meeting_notes,"Going through three systems not including paper – Camino, IPS, OnBase – even older AS400"
DOCE,Zoning,"Communication – Permits works closely – Camino or Teams/Email, get pinged in Camino – get a lot of Camino",meeting_notes,"Communication – Permits works closely – Camino or Teams/Email, get pinged in Camino – get a lot of Camino"
DOCE,Zoning,Disconnected – permit review touches other depts – they have to really follow up on those other departmental review,meeting_notes,Disconnected – permit review touches other depts – they have to really follow up on those other departmental review
DOCE,Zoning,Workflow – see CU apps and zoning looking at them last – discover later that they need a Special Use permit – attached to it late – making sure zoning on it in earlier stages – ensure not extending,meeting_notes,Workflow – see CU apps and zoning looking at them last – discover later that they need a Special Use permit – attached to it late – making sure zoning on it in earlier stages – ensure not extending
DOCE,Zoning,Interaction with inspectors? Zone check – checking legal land use,meeting_notes,Interaction with inspectors? Zone check – checking legal land use
DOCE,Zoning,Questions about what's actually permitted,meeting_notes,Questions about what's actually permitted
DOCE,Zoning,Zone checks more of a formal process – word document – goes into work queue – all internal,meeting_notes,Zone checks more of a formal process – word document – goes into work queue – all internal
DOCE,Zoning,Would be very nice to,meeting_notes,Would be very nice to
DOCE,Zoning,New system for CE,meeting_notes,New system for CE
DOCE,Zoning,"Zone checks for multiple items – CU and CC – [PERSON] would like to see zone checks on RR for res/comm purposes – 2 story 3 brd, and they find 5 – alerted to that",meeting_notes,"Zone checks for multiple items – CU and CC – [PERSON] would like to see zone checks on RR for res/comm purposes – 2 story 3 brd, and they find 5 – alerted to that"
