Focus Group,Value Index,Content
NBD Discovery Session | NBD Data Team,2,Rose: 2022
NBD Discovery Session | NBD Data Team,3,Caleb:
NBD Discovery Session | NBD Data Team,4,Jonah: Aug 2025
NBD Discovery Session | NBD Data Team,5,Responsibilities:
NBD Discovery Session | NBD Data Team,6,Rose:
NBD Discovery Session | NBD Data Team,7,"I biucket reporting into categories. Basic to adhoc request. Not a great way for user to go and do that. Adhoc req bcuxz of sys limitattions. Reporting on complainace / BL for new systems. Next enforcement Codes need to take. We do reports what jonah mentioned. CV and Codes issue are indicators for if need refer to BAA. Annually pull data to support the budget. Sys cant do it & adhoc req, we need to do analytical work. Interdepartment cordination to move"
NBD Discovery Session | NBD Data Team,8,"AS400-, imagement, county clerk, county gis - what right parcel is if we dont have addr"
NBD Discovery Session | NBD Data Team,9,"Creating new ips roles, data entry & corrections, QPD report, GIS is involved."
NBD Discovery Session | NBD Data Team,10,"C: how to get IPS data to align with other sys. IPS is parcel based we can join it to map, we have do stuff in mapping software. If there was a way to map it and visualize it . We should be only doing pulling."
NBD Discovery Session | NBD Data Team,11,C: future prog intergation with asgri software.
NBD Discovery Session | NBD Data Team,12,"Caleb: i do alot of stuff for Vacant houses and ownership changes. Parcel attribute changes, IPS notified. I go into front end and review and finding and look up into AS400, flag and notify inspector abt change. Remove redundancy. Even tho we mostly do darta maintainnanc and programs. I live breadcrumbs for the changes and have reminder for my self. Write select queries. IPS process: sql to pull data but when we need to add we need to do manually inm frontend."
NBD Discovery Session | NBD Data Team,13,Must easier to do stuff programmaticallyt than iusing front end. 4-6 hrs  every week of data maintanance using frontend.
NBD Discovery Session | NBD Data Team,14,Follow up for all reports (codes program).
NBD Discovery Session | NBD Data Team,15,Email by caleb touches IPS.
NBD Discovery Session | NBD Data Team,16,"Jonah: piulll data from IPS: home unit report, TL report, ppl could be involve: rob carpenter & corienne. TL mixz of data entry into IPS and Camino."
NBD Discovery Session | NBD Data Team,17,"Home unit: Rose, Caleb, SFD, SPD; IPS as the data store and then data pulled wirth SQL and processed in R."
NBD Discovery Session | NBD Data Team,18,iPS maintaninnace: data quality issues: not other ppl involved here.
NBD Discovery Session | NBD Data Team,19,Updagting TL expiration dates. Doesnt update auto into cases: move from parcel -> case.
NBD Discovery Session | NBD Data Team,20,Community Embassador program: notes are within IPS. Creating new cases in IPS for CA. And linking to appropriate codes complaint case.
NBD Discovery Session | NBD Data Team,21,R:ability to create record types and reporting: dedicated data entry we re doing as a part of supporting other teams and also to maintain the data.
NBD Discovery Session | NBD Data Team,22,Process:
NBD Discovery Session | NBD Data Team,23,Collaboration:
NBD Discovery Session | NBD Data Team,24,Tools:
NBD Discovery Session | NBD Data Team,25,Likes:
NBD Discovery Session | NBD Data Team,26,"J: ability to pull using sql; data is relatively organized. It can be difficult complain types on a parce. Semi orgnaize, SBL to organise address."
NBD Discovery Session | NBD Data Team,27,"C: it is in sql and queriable but we dont have robust database diagrams from vendor. In ips when u have AG configured those can act as block so manual reviews happens, it is uses for case mangement and review so the review can happen in same sys,"
NBD Discovery Session | NBD Data Team,28,"R: ips & rps assessment sync daily is useul, CE is updated with ownership. PI: batch generate renewal letter is best. Backend access to data. Roles based access: we can lock down specific part of case & object type and fuction. Workflow design limited but good. IPS custom forms is good to populate but limited formatting. Camino is one stop for property related data – user go to one place for more information needed."
NBD Discovery Session | NBD Data Team,29,Dislikes:
NBD Discovery Session | NBD Data Team,30,Challenges:
NBD Discovery Session | NBD Data Team,31,"J: unable to add thing to IPS; insert/update/delete functionality need admin. Sub parcels /some parcels have sub parcel but in IPS goes unused, future: parcel has sub parcel to clearly see if entered in different locations. Violationas be added to to parent parcel by eod, but ideally there be data validated unit. To indicate if that happening in multiple units."
NBD Discovery Session | NBD Data Team,32,"J: we link cases to gether, CA link to Code complain, TL is complaint: add text filed to either.If there was a dedicated way to link cases together."
NBD Discovery Session | NBD Data Team,33,"J: violations: SPCC code book. After adding we can’t organize violations ; it breaks code book. Better sys to update violatations. To the codebook, bunch of drop downs within dropdowns. You can sort folder but data can’t be added."
NBD Discovery Session | NBD Data Team,34,J: CfC complain cases: inspection using inspection actionsfor tickle dates to follow up. Needs to understand how it is used. Case mangement tools they have to organise follow up in IPS.
NBD Discovery Session | NBD Data Team,35,"C: noticed that, process improvement: calendar integration tickle date ."
NBD Discovery Session | NBD Data Team,36,"We have some workflows: the way they are configure and their limitations are frustrating: eg. We have a workflow that cant be happen but it happens and log so we haver to look into that and flag it,"
NBD Discovery Session | NBD Data Team,37,"Data validation: someone enter data but we need to clean up and we have to inform ppl to do it the right way. J:user defined actions. Some places in IPS where DV does exists but some place it doesnt. Workflows: is dated. Can we write workflow in python, R: any user should be able to use it."
NBD Discovery Session | NBD Data Team,38,C: ways IPS cant communicate with other sys. Data validation should be inbuild: contact names and business name.
NBD Discovery Session | NBD Data Team,39,"R: process: lack of standardize data entry due to lack of processes. Codes staff notes make it hard to parse data. System training & support. Lack of automation: BAA process is manual, automatic double fines. Workflow related. Lack of sys use for cross dept  projects: law dept. Camino & Ips makes in difficult for continutity. Timely sys update, literally years to solve anything. IT have to manually go into each sys and there could be a bug. It is clunky, easy to accidentally break things: deactive rec type, SPCC book, lack of data validation, things missing. Limited ability to associate inspection types with case type. Resubs occure limitations. Limited track organise cases based on unit level. Address book cant add related address if already exist. BAA only can track things on case level only, but we need more. If one violation is correct but other exists, it is very challenging and messy."
NBD Discovery Session | NBD Data Team,40,Expectations:
NBD Discovery Session | NBD Data Team,41,Tools:
NBD Discovery Session | NBD Data Team,42,"J: eTAx- puliing tax data developing phase list for FC, R, SQl, Python, Arcgis & argis online."
NBD Discovery Session | NBD Data Team,43,"C: workflow designer, excel, argis, seperate app to manage roles"
NBD Discovery Session | NBD Data Team,44,"R: external data sources, NY open data portal, census – api."
NBD Discovery Session | NBD Data Team,45,J: Camino needs the training & support and IPS database design.
NBD Discovery Session | NBD Data Team,46,"R: better case management tool for tailored to individual users, day wise for inspector eg i am gonna do this type of cases today. High level reporting capabilities for leadership, outstanding backlog, time to resolve, prompts to move things forward. Direct sched for applicant for RR, inspection doesnt get sched build that into application process. Some small things should stop. Accountability on owner to do it. C: l"
NBD Discovery Session | NBD Data Team,47,"Software to interface with public, how sylode IPS even."
